from,to,intensity.forecast,intensity.actual,intensity.index
2023-10-04T14:30Z,2023-10-04T15:00Z,38,83,low
2023-10-04T15:00Z,2023-10-04T15:30Z,66,100,low
2023-10-04T15:30Z,2023-10-04T16:00Z,85,122,moderate
2023-10-04T16:00Z,2023-10-04T16:30Z,94,131,moderate
2023-10-04T16:30Z,2023-10-04T17:00Z,121,138,moderate
2023-10-04T17:00Z,2023-10-04T17:30Z,129,141,moderate
2023-10-04T17:30Z,2023-10-04T18:00Z,145,137,moderate
2023-10-04T18:00Z,2023-10-04T18:30Z,136,136,moderate
2023-10-04T18:30Z,2023-10-04T19:00Z,128,133,moderate
2023-10-04T19:00Z,2023-10-04T19:30Z,118,128,moderate
2023-10-04T19:30Z,2023-10-04T20:00Z,124,124,moderate
2023-10-04T20:00Z,2023-10-04T20:30Z,114,113,low
2023-10-04T20:30Z,2023-10-04T21:00Z,126,98,low
2023-10-04T21:00Z,2023-10-04T21:30Z,122,83,low
2023-10-04T21:30Z,2023-10-04T22:00Z,120,69,low
2023-10-04T22:00Z,2023-10-04T22:30Z,80,67,low
2023-10-04T22:30Z,2023-10-04T23:00Z,71,76,low
2023-10-04T23:00Z,2023-10-04T23:30Z,63,71,low
2023-10-04T23:30Z,2023-10-05T00:00Z,76,68,low
2023-10-05T00:00Z,2023-10-05T00:30Z,71,71,low
2023-10-05T00:30Z,2023-10-05T01:00Z,69,78,low
2023-10-05T01:00Z,2023-10-05T01:30Z,69,79,low
2023-10-05T01:30Z,2023-10-05T02:00Z,75,79,low
2023-10-05T02:00Z,2023-10-05T02:30Z,75,82,low
2023-10-05T02:30Z,2023-10-05T03:00Z,78,86,low
2023-10-05T03:00Z,2023-10-05T03:30Z,78,99,low
2023-10-05T03:30Z,2023-10-05T04:00Z,91,119,low
2023-10-05T04:00Z,2023-10-05T04:30Z,99,139,moderate
2023-10-05T04:30Z,2023-10-05T05:00Z,126,174,moderate
2023-10-05T05:00Z,2023-10-05T05:30Z,145,190,moderate
2023-10-05T05:30Z,2023-10-05T06:00Z,190,190,moderate
2023-10-05T06:00Z,2023-10-05T06:30Z,208,187,moderate
2023-10-05T06:30Z,2023-10-05T07:00Z,190,186,moderate
2023-10-05T07:00Z,2023-10-05T07:30Z,181,187,moderate
2023-10-05T07:30Z,2023-10-05T08:00Z,184,182,moderate
2023-10-05T08:00Z,2023-10-05T08:30Z,183,174,moderate
2023-10-05T08:30Z,2023-10-05T09:00Z,175,165,moderate
2023-10-05T09:00Z,2023-10-05T09:30Z,166,157,moderate
2023-10-05T09:30Z,2023-10-05T10:00Z,149,142,moderate
2023-10-05T10:00Z,2023-10-05T10:30Z,136,135,moderate
2023-10-05T10:30Z,2023-10-05T11:00Z,132,128,moderate
2023-10-05T11:00Z,2023-10-05T11:30Z,116,123,moderate
2023-10-05T11:30Z,2023-10-05T12:00Z,113,123,moderate
2023-10-05T12:00Z,2023-10-05T12:30Z,116,116,low
2023-10-05T12:30Z,2023-10-05T13:00Z,112,114,low
2023-10-05T13:00Z,2023-10-05T13:30Z,108,114,low
2023-10-05T13:30Z,2023-10-05T14:00Z,112,122,moderate
2023-10-05T14:00Z,2023-10-05T14:30Z,107,124,moderate
2023-10-05T14:30Z,2023-10-05T15:00Z,118,127,moderate
2023-10-05T15:00Z,2023-10-05T15:30Z,118,130,moderate
2023-10-05T15:30Z,2023-10-05T16:00Z,128,136,moderate
2023-10-05T16:00Z,2023-10-05T16:30Z,131,140,moderate
2023-10-05T16:30Z,2023-10-05T17:00Z,128,136,moderate
2023-10-05T17:00Z,2023-10-05T17:30Z,134,135,moderate
2023-10-05T17:30Z,2023-10-05T18:00Z,129,131,moderate
2023-10-05T18:00Z,2023-10-05T18:30Z,123,123,moderate
2023-10-05T18:30Z,2023-10-05T19:00Z,119,115,low
2023-10-05T19:00Z,2023-10-05T19:30Z,127,103,low
2023-10-05T19:30Z,2023-10-05T20:00Z,107,98,low
2023-10-05T20:00Z,2023-10-05T20:30Z,100,85,low
2023-10-05T20:30Z,2023-10-05T21:00Z,93,73,low
2023-10-05T21:00Z,2023-10-05T21:30Z,89,67,low
2023-10-05T21:30Z,2023-10-05T22:00Z,74,65,low
2023-10-05T22:00Z,2023-10-05T22:30Z,68,64,low
2023-10-05T22:30Z,2023-10-05T23:00Z,63,61,low
2023-10-05T23:00Z,2023-10-05T23:30Z,63,59,low
2023-10-05T23:30Z,2023-10-06T00:00Z,62,60,low
2023-10-06T00:00Z,2023-10-06T00:30Z,58,60,low
2023-10-06T00:30Z,2023-10-06T01:00Z,59,58,low
2023-10-06T01:00Z,2023-10-06T01:30Z,59,59,low
2023-10-06T01:30Z,2023-10-06T02:00Z,57,60,low
2023-10-06T02:00Z,2023-10-06T02:30Z,57,60,low
2023-10-06T02:30Z,2023-10-06T03:00Z,59,60,low
2023-10-06T03:00Z,2023-10-06T03:30Z,60,59,low
2023-10-06T03:30Z,2023-10-06T04:00Z,58,59,low
2023-10-06T04:00Z,2023-10-06T04:30Z,60,59,low
2023-10-06T04:30Z,2023-10-06T05:00Z,60,64,low
2023-10-06T05:00Z,2023-10-06T05:30Z,61,74,low
2023-10-06T05:30Z,2023-10-06T06:00Z,63,76,low
2023-10-06T06:00Z,2023-10-06T06:30Z,64,80,low
2023-10-06T06:30Z,2023-10-06T07:00Z,70,74,low
2023-10-06T07:00Z,2023-10-06T07:30Z,67,72,low
2023-10-06T07:30Z,2023-10-06T08:00Z,69,67,low
2023-10-06T08:00Z,2023-10-06T08:30Z,68,67,low
2023-10-06T08:30Z,2023-10-06T09:00Z,65,60,low
2023-10-06T09:00Z,2023-10-06T09:30Z,63,52,low
2023-10-06T09:30Z,2023-10-06T10:00Z,59,47,low
2023-10-06T10:00Z,2023-10-06T10:30Z,56,46,low
2023-10-06T10:30Z,2023-10-06T11:00Z,45,45,low
2023-10-06T11:00Z,2023-10-06T11:30Z,46,46,low
2023-10-06T11:30Z,2023-10-06T12:00Z,44,52,low
2023-10-06T12:00Z,2023-10-06T12:30Z,48,51,low
2023-10-06T12:30Z,2023-10-06T13:00Z,53,50,low
2023-10-06T13:00Z,2023-10-06T13:30Z,53,55,low
2023-10-06T13:30Z,2023-10-06T14:00Z,52,63,low
2023-10-06T14:00Z,2023-10-06T14:30Z,51,78,low
2023-10-06T14:30Z,2023-10-06T15:00Z,63,97,low
2023-10-06T15:00Z,2023-10-06T15:30Z,80,110,low
2023-10-06T15:30Z,2023-10-06T16:00Z,106,124,moderate
